/usr/local/bin/python3.6 /home/spec/PycharmProjects/NN-Data-Classification/main_example.py
TRAIN | Epoch: 225 | Loss: 0.125 | Accuracy: 0.875
TRAIN | Epoch: 226 | Loss: 0.12980769230769232 | Accuracy: 0.8701923076923077
TRAIN | Epoch: 227 | Loss: 0.10576923076923077 | Accuracy: 0.8942307692307693
TRAIN | Epoch: 228 | Loss: 0.10096153846153846 | Accuracy: 0.8990384615384616
TRAIN | Epoch: 229 | Loss: 0.09615384615384616 | Accuracy: 0.9038461538461539
TRAIN | Epoch: 230 | Loss: 0.07692307692307693 | Accuracy: 0.9230769230769231
TRAIN | Epoch: 231 | Loss: 0.12980769230769232 | Accuracy: 0.8701923076923077
TRAIN | Epoch: 232 | Loss: 0.07211538461538461 | Accuracy: 0.9278846153846154
TRAIN | Epoch: 233 | Loss: 0.1778846153846154 | Accuracy: 0.8221153846153846
TRAIN | Epoch: 234 | Loss: 0.10096153846153846 | Accuracy: 0.8990384615384616
TRAIN | Epoch: 235 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 236 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 237 | Loss: 0.11057692307692307 | Accuracy: 0.8894230769230769
TRAIN | Epoch: 238 | Loss: 0.07211538461538461 | Accuracy: 0.9278846153846154
TRAIN | Epoch: 239 | Loss: 0.07211538461538461 | Accuracy: 0.9278846153846154
TRAIN | Epoch: 240 | Loss: 0.09615384615384616 | Accuracy: 0.9038461538461539
TRAIN | Epoch: 241 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 242 | Loss: 0.14423076923076922 | Accuracy: 0.8557692307692307
TRAIN | Epoch: 243 | Loss: 0.11538461538461539 | Accuracy: 0.8846153846153846
TRAIN | Epoch: 244 | Loss: 0.125 | Accuracy: 0.875
TRAIN | Epoch: 245 | Loss: 0.15384615384615385 | Accuracy: 0.8461538461538461
TRAIN | Epoch: 246 | Loss: 0.10096153846153846 | Accuracy: 0.8990384615384616
TRAIN | Epoch: 247 | Loss: 0.09615384615384616 | Accuracy: 0.9038461538461539
TRAIN | Epoch: 248 | Loss: 0.10576923076923077 | Accuracy: 0.8942307692307693
TRAIN | Epoch: 249 | Loss: 0.07211538461538461 | Accuracy: 0.9278846153846154
TRAIN | Epoch: 250 | Loss: 0.1346153846153846 | Accuracy: 0.8653846153846154
TRAIN | Epoch: 251 | Loss: 0.16826923076923078 | Accuracy: 0.8317307692307693
TRAIN | Epoch: 252 | Loss: 0.09615384615384616 | Accuracy: 0.9038461538461539
TRAIN | Epoch: 253 | Loss: 0.09615384615384616 | Accuracy: 0.9038461538461539
TRAIN | Epoch: 254 | Loss: 0.11057692307692307 | Accuracy: 0.8894230769230769
TRAIN | Epoch: 255 | Loss: 0.10096153846153846 | Accuracy: 0.8990384615384616
TRAIN | Epoch: 256 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 257 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 258 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 259 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 260 | Loss: 0.1346153846153846 | Accuracy: 0.8653846153846154
TRAIN | Epoch: 261 | Loss: 0.13942307692307693 | Accuracy: 0.8605769230769231
